Name,BSE Code,NSE Code,ISIN Code,Sector,Industry Group,Industry
Gem Enviro,544199,,INE0RUJ01013,Power & Utilities,Other Utilities,Waste Management
Gem Spinners,521133,,INE165F01020,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Gemstone Invest.,531137,,INE503D01027,Industrials,Commercial Services & Supplies,Diversified Commercial Services
General Insuranc,540755,GICRE,INE481Y01014,Financial Services,Insurance,General Insurance
Generic Engineer,539407,GENCON,INE854S01022,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Genesis IBRC,514336,,INE194N01016,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Biotechnology
Genesys Intl.,506109,GENESYS,INE727B01026,Information Technology,IT - Services,IT Enabled Services
Gennex Lab.,531739,,INE509C01026,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Genomic Valley,539206,,INE574D01010,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Biotechnology
Genpharmasec,531592,,INE861N01036,Industrials,Commercial Services & Supplies,Trading & Distributors
Gensol Engineer.,542851,GENSOL,INE06H201014,Industrials,Electrical Equipment,Other Electrical Equipment
Genus Paper & Bo,538961,GENUSPAPER,INE949P01018,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Genus Power,530343,GENUSPOWER,INE955D01029,Industrials,Electrical Equipment,Other Electrical Equipment
Genus Prime,532425,,INE256D01014,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Geojit Fin. Ser.,532285,GEOJITFSL,INE007B01023,Financial Services,Capital Markets,Stockbroking & Allied
Getalong Enterp.,543372,,INE0H1201020,Industrials,Commercial Services & Supplies,Consulting Services
GFL,500173,GFLLIMITED,INE538A01037,Financial Services,Finance,Holding Company
GHCL,500171,GHCL,INE539A01019,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GHCL Textiles,543918,GHCLTEXTIL,INE0PA801013,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Ghushine Fintrra,539864,,INE009U01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
GHV Infra,505504,,INE809Q01020,Construction & Infrastructure,Construction,Civil Construction
Gian Lifecare,542918,,INE063601012,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
GIC Housing Fin,511676,GICHSGFIN,INE289B01019,Financial Services,Finance,Housing Finance Company
Gilada Finance,538788,,INE918C01029,Financial Services,Finance,Non Banking Financial Company (NBFC)
Gillanders Arbut,532716,GILLANDERS,INE047B01011,FMCG (Consumer Staples),Agricultural Food & other Products,Tea & Coffee
Gillette India,507815,GILLETTE,INE322A01010,FMCG (Consumer Staples),Personal Products,Personal Care
Gini Silk Mills,531744,,INE548B01018,Industrials,Commercial Services & Supplies,Trading & Distributors
Ginni Filaments,590025,GINNIFILA,INE424C01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Giriraj Civil,,GIRIRAJ,INE614Z01017,Construction & Infrastructure,Construction,Civil Construction
Gita Renewable,539013,,INE776O01018,Power & Utilities,Power,Power Generation
GK Energy,544525,GKENERGY,INE1AG301022,Construction & Infrastructure,Construction,Civil Construction
GKB Ophthalmics,533212,,INE265D01015,Healthcare / Pharma,Healthcare Equipment & Supplies,Medical Equipment & Supplies
GKW,,GKWLIMITED,INE528A01020,Financial Services,Finance,Investment Company
Glance Finance,531199,,INE580D01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
Gland Pharma,543245,GLAND,INE068V01023,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Glaxosmi. Pharma,500660,GLAXO,INE159A01016,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Gleam Up Jwel Limiteed,542477,,INE03CM01014,Industrials,Commercial Services & Supplies,Trading & Distributors
GLEN Industries,544444,,INE0UMC01019,Industrials,Industrial Products,Packaging
Glenmark Pharma.,532296,GLENMARK,INE935A01035,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Glittek Granites,513528,,INE741B01027,Construction & Infrastructure,Other Construction Materials,Other Construction Materials
Global Cap.Mkt.,530263,,INE062C01042,Financial Services,Finance,Non Banking Financial Company (NBFC)
Global Education,,GLOBAL,INE291W01037,Consumer Durables & Retail,Other Consumer Services,Education
Global Health,543654,MEDANTA,INE474Q01031,Healthcare / Pharma,Healthcare Services,Hospital
Global Longlife,543520,,INE0J2K01014,Healthcare / Pharma,Healthcare Services,Hospital
Global Ocean,544665,,INE1ITY01011,Industrials,Transport Services,Logistics Solution Provider
Global Offshore,501848,,INE446C01013,Industrials,Transport Services,Shipping
Global Pet Indus,,GLOBALPET,INE0PS501019,Industrials,Industrial Manufacturing,Industrial Products
Global Surfaces,543829,GSLSU,INE0JSX01015,Consumer Durables & Retail,Consumer Durables,Granites & Marbles
Global Vectra,532773,GLOBALVECT,INE792H01019,Industrials,Transport Services,Airline
Globale Tessile,544234,GLOBALE,INE0URU01010,Consumer Durables & Retail,Textiles & Apparels,Trading - Textile Products
Globalspace Tech,540654,,INE632W01016,Information Technology,IT - Software,Computers - Software & Consulting
Globe Civil,544424,GLOBECIVIL,INE0V3U01015,Construction & Infrastructure,Construction,Civil Construction
Globe Commercial,540266,,INE804Q01013,Industrials,Commercial Services & Supplies,Trading & Distributors
Globe Enterprises,,GLOBE,INE581X01021,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Globe Intl. Car.,,GICL,INE947T01022,Industrials,Transport Services,Logistics Solution Provider
Globesecure Tech,,GSTL,INE00WS01056,Information Technology,IT - Services,IT Enabled Services
Globtier Infotec,544494,,INE12P601017,Information Technology,IT - Services,IT Enabled Services
Globus Power,526025,,INE064L01015,Power & Utilities,Power,Power Generation
Globus Spirits,533104,GLOBUSSPR,INE615I01010,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Gloster Ltd,542351,GLOSTERLTD,INE350Z01018,Materials,"Paper, Forest & Jute Products",Jute & Jute Products
Glottis,544557,GLOTTIS,INE0TQE01026,Industrials,Transport Services,Logistics Solution Provider
GMM Pfaudler,505255,GMMPFAUDLR,INE541A01023,Industrials,Industrial Manufacturing,Industrial Products
GMR Airports,532754,GMRAIRPORT,INE776C01039,Construction & Infrastructure,Transport Infrastructure,Airport & Airport services
GMR Urban,543490,GMRP&UI,INE0CU601026,Power & Utilities,Power,Power Generation
GNA Axles,540124,GNA,INE934S01014,Automobile,Auto Components,Auto Components & Equipments
GNG Electronics,544455,EBGNG,INE18JU01028,Information Technology,IT - Hardware,Computers Hardware & Equipments
Go Digit General,544179,GODIGIT,INE03JT01014,Financial Services,Insurance,General Insurance
Go Fashion (I),543401,GOCOLORS,INE0BJS01011,Consumer Durables & Retail,Retailing,Speciality Retail
Goa Carbon,509567,GOACARBON,INE426D01013,Metals & Mining,Minerals & Mining,Industrial Minerals
Goblin India,542850,,INE492Z01018,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
GOCL Corpn.,506480,GOCLCORP,INE077F01035,Chemicals,Chemicals & Petrochemicals,Explosives
Godavari Bioref.,544279,GODAVARIB,INE497S01012,FMCG (Consumer Staples),Diversified FMCG,Diversified FMCG
Godavari Drugs,530317,,INE362C01012,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Godawari Power,532734,GPIL,INE177H01039,Industrials,Industrial Products,Iron & Steel Products
Godfrey Phillips,500163,GODFRYPHLP,INE260B01028,FMCG (Consumer Staples),Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
Godrej Agrovet,540743,GODREJAGRO,INE850D01014,FMCG / Consumer Staples,Food Products,Animal Feed
Godrej Consumer,532424,GODREJCP,INE102D01028,FMCG (Consumer Staples),Personal Products,Personal Care
Godrej Industrie,500164,GODREJIND,INE233A01035,Miscellaneous,Diversified,Diversified
Godrej Propert.,533150,GODREJPROP,INE484J01027,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Goel Construct.,544504,,INE0ZOM01013,Construction & Infrastructure,Construction,Civil Construction
Goel Food,543538,,INE0K6L01010,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Goenka Business,538787,,INE997C01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
Gogia Capital,531600,,INE832C01014,Financial Services,Capital Markets,Stockbroking & Allied
Gokak Textiles,532957,,INE642I01014,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Gokaldas Exports,532630,GOKEX,INE887G01027,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Gokul Agro,539725,GOKULAGRO,INE314T01033,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Gokul Refoils,532980,GOKUL,INE020J01029,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Golden Carpets,531928,,INE595D01015,Consumer Durables & Retail,Consumer Durables,"Furniture, Home Furnishing"
Golden Crest,540062,,INE222U01010,Consumer Durables & Retail,Other Consumer Services,Education
Golden Legand Ls,509024,,INE088E01019,Financial Services,Finance,Non Banking Financial Company (NBFC)
Golden Tobacco,500151,GOLDENTOBC,INE973A01010,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Goldiam Intl.,526729,GOLDIAM,INE025B01025,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Goldkart Jewels,,GOLDKART,INE06MH01016,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Goldstar Power,,GOLDSTAR,INE405Y01021,Automobile,Auto Components,Auto Components & Equipments
Golech.Glob.Fin.,531360,,INE427D01011,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Golkonda Alumin.,513309,,INE327C01031,Metals & Mining,Non - Ferrous Metals,Aluminium
Golkunda Diamond,523676,,INE798D01015,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Goodluck India,530655,GOODLUCK,INE127I01024,Industrials,Industrial Products,Iron & Steel Products
Goodricke Group,500166,,INE300A01016,FMCG (Consumer Staples),Agricultural Food & other Products,Tea & Coffee
Goodyear India,500168,GOODYEAR,INE533A01012,Automobile,Auto Components,Tyres & Rubber Products
Gopal Iron Stl.,531913,,INE641H01018,Industrials,Industrial Products,Iron & Steel Products
Gopal Snacks,544140,GOPAL,INE0L9R01028,FMCG / Consumer Staples,Food Products,Packaged Foods
Gorani Industrie,531608,,INE792J01015,Consumer Durables & Retail,Consumer Durables,Houseware
Gothi Plascon,531111,,INE538G01018,Consumer Durables & Retail,Consumer Durables,Houseware
Gourmet Gateway,506134,,INE512D01028,Consumer Durables & Retail,Leisure Services,Restaurants
Gowra Leasing,530709,,INE225G01012,Financial Services,Finance,Non Banking Financial Company (NBFC)
Goyal Aluminiums,541152,GOYALALUM,INE705X01026,Industrials,Commercial Services & Supplies,Trading & Distributors
Goyal Associates,530663,,INE912B01032,Financial Services,Finance,Non Banking Financial Company (NBFC)
Goyal Salt,,GOYALSALT,INE0QFE01017,FMCG / Consumer Staples,Food Products,Other Food Products
GP Eco Solutions,,GPECO,INE0S7E01015,Industrials,Electrical Equipment,Other Electrical Equipment
GP Petroleums,532543,GULFPETRO,INE586G01017,Energy (Oil & Gas),Petroleum Products,Lubricants
GPT Healthcare,544131,GPTHEALTH,INE486R01017,Healthcare / Pharma,Healthcare Services,Hospital
GPT Infraproject,533761,GPTINFRA,INE390G01014,Construction & Infrastructure,Construction,Civil Construction
Grameva,539120,,INE578R01011,Materials,"Paper, Forest & Jute Products",Jute & Jute Products
Grand Continent,,GCHOTELS,INE12E301017,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Grand Foundry,513343,GFSTEELS,INE534A01028,Industrials,Industrial Products,Iron & Steel Products
Grand Oak Canyon,523862,,INE926B01016,Financial Services,Finance,Non Banking Financial Company (NBFC)
Grandma Trading,504369,,INE927M01029,Industrials,Commercial Services & Supplies,Trading & Distributors
Granules India,532482,GRANULES,INE101D01020,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Graphisads,,GRAPHISAD,INE0POU01017,Media & Entertainment,Media,Advertising & Media Agencies
Graphite India,509488,GRAPHITE,INE371A01025,Industrials,Industrial Products,Electrodes & Refractories
Grasim Inds,500300,GRASIM,INE047A01021,Construction & Infrastructure,Cement & Cement Products,Cement & Cement Products
Gratex Industrie,526751,,INE915E01013,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Grauer & Weil,505710,GRAUWEIL,INE266D01021,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Graviss Hospital,509546,,INE214F01026,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Gravita India,533282,GRAVITA,INE024L01027,Metals & Mining,Minerals & Mining,Industrial Minerals
Gravity (India),532015,,INE995A01013,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
GRE Renew,544682,,INE0U8P01015,Construction & Infrastructure,Construction,Civil Construction
Greaves Cotton,501455,GREAVESCOT,INE224A01026,Industrials,Industrial Products,"Compressors, Pumps & Diesel Engines"
Greenchef Appli.,,GREENCHEF,INE0O7P01015,Consumer Durables & Retail,Consumer Durables,Household Appliances
Greencrest Finan,531737,,INE414C01045,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Greenhitech Ven.,544163,,INE0S0701019,Energy (Oil & Gas),Petroleum Products,Lubricants
Greenlam Industr,538979,GREENLAM,INE544R01021,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Greenleaf Envi.,,GREENLEAF,INE0PLX01017,Power & Utilities,Other Utilities,Waste Management
Greenpanel Inds.,542857,GREENPANEL,INE08ZM01014,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Greenply Industr,526797,GREENPLY,INE461C01038,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Gretex Corporate,543324,GCSL,INE199P01028,Financial Services,Capital Markets,Other Capital Market related Services
Gretex Industrie,,GRETEX,INE985P01012,Media & Entertainment,Entertainment,Media & Entertainment
Grill Splendour,,BIRDYS,INE0PC901019,Consumer Durables & Retail,Leisure Services,Restaurants
Grindwell Norton,506076,GRINDWELL,INE536A01023,Industrials,Industrial Products,Abrasives & Bearings
GRM Overseas,531449,GRMOVER,INE192H01020,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Groarc Industrie,532315,,INE042B01012,Information Technology,IT - Software,Software Products
Grob Tea Co,,GROBTEA,INE646C01018,FMCG (Consumer Staples),Agricultural Food & other Products,Tea & Coffee
Grover Jewells,,GJL,INE1TY801010,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Grovy India,539522,,INE343C01012,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Growington Vent,539222,,INE451S01027,Industrials,Commercial Services & Supplies,Trading & Distributors
GRP,509152,GRPLTD,INE137I01015,Industrials,Industrial Products,Rubber
GSB Finance,511543,,INE777C01011,Financial Services,Finance,Non Banking Financial Company (NBFC)
GSL Securities,530469,,INE721D01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
GSM Foils,,GSMFOILS,INE0SQY01018,Industrials,Industrial Products,Packaging
GSS Infotech,532951,GSS,INE871H01011,Information Technology,IT - Services,IT Enabled Services
GTL,500160,GTL,INE043A01012,Telecom,Telecom - Services,Other Telecom Services
GTL Infra.,532775,GTLINFRA,INE221H01019,Telecom,Telecom - Services,Telecom - Infrastructure
GTN Industries,500170,,INE537A01013,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
GTN Textiles,532744,,INE302H01017,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
GTPL Hathway,540602,GTPL,INE869I01013,Media & Entertainment,Entertainment,TV Broadcasting & Software Production
GTT Data,530457,,INE959B01017,Information Technology,IT - Software,Computers - Software & Consulting
GTV Engineering,539479,,INE910R01024,Industrials,Industrial Manufacturing,Industrial Products
Gufic BioScience,509079,GUFICBIO,INE742B01025,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Guj Apollo Inds,522217,GUJAPOLLO,INE826C01016,Industrials,Industrial Manufacturing,Industrial Products
Guj Inds. Power,517300,GIPCL,INE162A01010,Power & Utilities,Power,Power Generation
Guj Pipavav Port,533248,GPPL,INE517F01014,Construction & Infrastructure,Transport Infrastructure,Port & Port services
Guj. Ambuja Exp,524226,GAEL,INE036B01030,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Guj. Containers,513507,,INE276I01011,Industrials,Industrial Products,Packaging
Guj. Craft Inds,526965,,INE372D01019,Industrials,Industrial Products,Packaging
Guj. Credit Corp,511441,,INE034B01019,Financial Services,Finance,Other Financial Services
Guj. Inject(Ker),524238,,INE659F01014,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
